Pid,Pname,Pweight,Psize
9094,键盘,45,39 81 43
1586,垃圾袋,93,29 3 77
3885,矿泉水,1,72 28 99
7684,苹果,49,21 48 86
7685,电脑,55,49 12 88
7686,书,51,99 56 51
7687,椅子,57,48 55 10
7688,茶叶,57,4 65 44
7689,薯片,60,62 85 88
7690,上衣,38,83 44 5
7691,垃圾袋,43,66 58 14
7692,键盘,45,76 51 68
7693,书,96,74 95 39
7694,薯片,33,7 86 61
7695,矿泉水,83,30 81 9
7696,矿泉水,84,59 48 81
7697,书,41,22 91 46
7698,矿泉水,88,30 82 22
8279,薯片,68,79 55 57
2395,垃圾袋,55,3 12 13
5584,垃圾袋,90,42 86 90
2287,键盘,11,92 27 61
9584,书,20,74 58 19
9095,帽子,74,81 58 58
1088,薯片,79,31 73 36
9383,电脑,47,72 43 56
9181,键盘,85,94 36 36
7188,帽子,81,79 48 96
5985,椅子,5,45 49 3
5192,苹果,19,70 7 97
9290,椅子,56,66 10 14
9291,苹果,39,6 100 61
2586,帽子,19,31 84 96
9783,薯片,16,13 32 77
9784,帽子,87,10 88 26
3787,香蕉,93,61 78 63
6483,香蕉,51,75 54 89
6384,薯片,46,81 24 57
2693,薯片,19,27 34 11
6996,上衣,100,11 30 35
6584,帽子,46,86 37 99
2884,薯片,74,47 56 20
1791,电脑,77,27 20 80
2785,薯片,84,6 34 15
7482,帽子,99,88 40 48
4292,键盘,93,36 73 98
6683,蛋黄派,32,20 9 85
696,蛋黄派,45,91 70 28
5879,苹果,14,22 37 74
4476,书,38,41 61 2
6781,上衣,6,49 77 7
4381,香蕉,76,9 49 54
394,椅子,32,83 21 83
4583,书,63,50 62 68
4684,电脑,21,4 63 15
4685,矿泉水,4,77 11 80
4686,蛋黄派,13,54 30 45
4687,帽子,75,22 16 38
7579,香蕉,58,22 29 76
2992,茶叶,24,5 69 19
7784,书,46,6 24 100
1392,茶叶,26,37 81 57
8087,矿泉水,11,97 30 26
8183,书,73,19 28 39
5280,键盘,94,90 8 89
1587,苹果,100,38 99 41
3886,香蕉,45,43 26 96
3500,薯片,12,79 92 77
7699,椅子,77,31 78 69
3391,垃圾袋,76,50 64 19
487,键盘,20,27 17 43
1487,香蕉,96,58 66 65
996,上衣,78,48 1 45
8381,书,83,69 58 93
290,椅子,21,75 15 96
8576,电脑,79,80 6 23
8484,薯片,47,36 22 34
8683,蛋黄派,49,9 90 51
8781,垃圾袋,96,7 91 88
3584,香蕉,22,60 86 71
2482,苹果,51,48 53 100
6881,书,100,14 75 60
8280,蛋黄派,20,2 22 26
2396,电脑,89,5 41 16
5585,上衣,22,94 70 84
2288,苹果,7,20 58 41
9585,书,62,21 61 45
9096,苹果,40,81 49 37
1089,蛋黄派,61,49 11 75
9384,蛋黄派,71,74 7 15
9182,椅子,48,75 30 97
7189,电脑,97,40 34 24
5986,茶叶,49,89 25 10
5193,蛋黄派,91,67 32 69
9292,垃圾袋,37,12 23 91
9682,上衣,83,8 29 91
2587,苹果,15,59 10 85
9785,苹果,55,85 34 37
1689,椅子,91,59 64 70
3788,帽子,34,13 26 53
6484,茶叶,17,44 66 41
6385,帽子,32,65 63 40
2694,帽子,6,36 36 20
6997,上衣,4,56 9 4
6585,茶叶,62,77 79 99
2885,蛋黄派,75,78 8 45
1792,矿泉水,18,97 40 29
2786,苹果,69,48 93 17
7483,键盘,16,50 55 38
4293,薯片,33,40 25 90
6684,茶叶,1,74 6 41
697,书,91,87 3 16
5880,香蕉,67,79 11 50
4477,键盘,38,53 33 5
6782,薯片,19,90 47 15
4382,帽子,52,21 17 8
395,键盘,8,31 44 77
4584,电脑,58,66 52 23
884,苹果,69,9 13 4
4978,椅子,100,73 28 99
5396,薯片,99,70 68 14
4688,书,52,30 88 55
7580,键盘,61,71 58 46
2993,电脑,3,75 19 40
7785,上衣,85,68 54 37
1393,蛋黄派,77,47 58 52
8088,帽子,4,51 71 56
8184,帽子,22,22 74 14
5281,椅子,71,53 55 5
1588,键盘,80,73 11 56
3887,薯片,8,99 91 17
7700,苹果,75,47 45 61
3392,上衣,74,11 20 90
488,键盘,22,5 3 97
1488,电脑,1,39 42 100
997,书,84,8 68 70
8382,椅子,20,46 16 49
8383,书,3,65 27 26
8384,矿泉水,11,80 19 39
8385,苹果,55,61 18 23
291,键盘,45,83 6 26
8782,薯片,66,9 24 61
3585,键盘,55,35 76 65
2483,薯片,57,20 23 92
6882,书,96,3 19 1
8281,薯片,37,33 54 37
2397,苹果,81,53 28 69
5586,蛋黄派,9,87 3 64
2289,矿泉水,91,65 17 63
9586,键盘,16,36 1 55
9097,茶叶,65,19 23 1
1090,椅子,65,8 29 78
9385,香蕉,63,44 1 1
9183,上衣,90,89 38 19
7190,苹果,20,6 19 23
5987,上衣,86,54 34 61
5194,垃圾袋,100,74 74 27
9293,薯片,58,90 56 21
9683,书,15,34 72 33
2588,上衣,77,82 81 62
9786,上衣,99,54 88 96
1690,键盘,31,52 51 25
3789,薯片,92,24 6 33
6485,矿泉水,34,13 2 10
6386,香蕉,10,95 23 87
2695,垃圾袋,96,75 23 52
6998,薯片,80,100 63 67
6586,垃圾袋,97,45 77 85
2886,苹果,33,98 58 35
1793,香蕉,29,72 44 52
2787,上衣,1,99 74 33
7484,椅子,52,17 21 57
4294,垃圾袋,75,95 90 23
6685,帽子,37,82 16 58
698,书,9,89 71 76
5881,矿泉水,71,32 90 5
4478,帽子,44,13 23 39
6783,苹果,24,56 55 75
4383,蛋黄派,51,30 63 2
396,书,35,7 3 49
4585,蛋黄派,73,67 39 56
885,薯片,83,60 7 88
4979,薯片,8,89 53 58
5397,茶叶,7,63 1 53
4689,键盘,100,13 31 90
7581,上衣,12,81 99 35
2994,帽子,3,21 87 65
7786,书,3,49 28 80
1394,薯片,28,98 45 20
8089,帽子,55,59 95 23
8185,矿泉水,20,2 14 1
5282,上衣,23,48 43 77
1589,键盘,15,57 47 23
3888,椅子,3,59 35 81
3393,矿泉水,27,92 3 50
489,帽子,45,93 10 60
1489,茶叶,86,96 56 66
998,上衣,47,75 75 80
8577,垃圾袋,75,22 60 89
8485,键盘,72,34 19 24
8684,书,35,52 69 25
8386,书,15,60 67 65
292,帽子,34,4 80 87
8783,书,54,95 11 16
3586,垃圾袋,40,79 29 58
2484,茶叶,94,87 39 86
6883,香蕉,23,67 30 28
8282,苹果,5,8 89 84
2398,茶叶,30,50 28 2
5587,椅子,12,88 68 64
2290,书,89,47 60 16
9587,矿泉水,24,87 57 70
9098,薯片,82,8 44 75
1091,书,19,56 5 98
9386,苹果,85,98 98 49
9184,书,87,85 4 12
7191,书,28,22 45 39
5988,薯片,92,76 48 47
5195,蛋黄派,50,98 72 49
9294,帽子,7,34 54 71
9684,矿泉水,56,47 38 100
2589,矿泉水,13,30 59 88
9787,椅子,77,94 9 29
1691,电脑,64,14 44 5
3790,帽子,70,49 74 76
6486,键盘,67,78 52 75
6387,帽子,67,14 31 92
2696,垃圾袋,93,49 71 71
6999,薯片,32,99 66 90
6587,帽子,22,44 24 99
2887,薯片,44,77 23 18
1794,上衣,76,8 77 71
2788,键盘,10,25 94 19
7485,帽子,8,24 37 32
4295,薯片,30,28 60 32
6686,书,82,37 74 100
699,薯片,96,71 30 20
5882,帽子,25,59 75 25
4479,垃圾袋,10,12 73 27
6784,垃圾袋,13,81 93 61
4384,帽子,89,53 96 41
397,电脑,47,47 28 65
4586,苹果,85,46 34 64
886,垃圾袋,24,58 49 16
4980,矿泉水,47,36 4 31
5398,苹果,83,29 63 100
4690,椅子,40,36 94 54
7582,薯片,16,47 93 38
2995,茶叶,60,71 50 37
7787,香蕉,14,14 33 83
1395,香蕉,69,75 82 54
8090,香蕉,95,76 50 27
8186,香蕉,56,57 71 10
5283,帽子,49,14 98 63
1590,书,95,26 47 85
3889,帽子,12,77 39 24
3394,键盘,57,24 71 27
490,垃圾袋,48,9 27 96
1490,矿泉水,34,62 29 38
999,帽子,75,41 68 54
8578,蛋黄派,23,70 39 17
8486,薯片,38,71 50 81
8685,茶叶,17,66 74 14
8387,上衣,67,8 4 60
293,椅子,74,89 35 97
8784,垃圾袋,55,21 69 56
3587,帽子,48,90 83 17
2485,椅子,82,16 81 8
6884,电脑,49,100 16 12
8283,键盘,96,68 89 13
2399,苹果,55,58 6 56
5588,书,77,44 55 12
2291,键盘,88,80 34 30
9588,书,72,32 23 65
9099,苹果,6,58 67 50
1092,电脑,62,92 18 6
9387,垃圾袋,11,66 48 35
9185,茶叶,70,46 70 38
7192,垃圾袋,41,38 83 24
5989,上衣,63,88 14 78
5196,蛋黄派,16,34 75 54
9295,椅子,35,3 100 63
9685,蛋黄派,8,52 17 41
2590,椅子,44,51 47 89
9788,香蕉,78,22 31 1
1692,帽子,93,76 24 47
3791,矿泉水,41,28 41 11
6487,椅子,58,90 37 68
6388,香蕉,69,66 40 11
2697,帽子,74,33 54 76
7000,垃圾袋,38,64 10 90
6588,电脑,87,23 79 83
2888,矿泉水,71,53 22 37
1795,茶叶,11,13 40 48
2789,键盘,51,10 20 87
7486,香蕉,97,85 42 37
4296,垃圾袋,34,61 42 64
6687,电脑,1,9 37 96
700,苹果,98,67 71 20
5883,键盘,96,57 57 21
4480,薯片,90,51 46 33
4481,电脑,27,8 21 68
6785,垃圾袋,26,91 35 24
398,上衣,21,15 95 65
4587,茶叶,27,42 37 40
887,键盘,13,64 39 74
4981,蛋黄派,33,81 3 9
5399,香蕉,48,44 99 4
4691,蛋黄派,77,81 44 3
7583,椅子,4,87 95 21
2996,书,94,41 76 2
7788,香蕉,30,27 53 87
1396,苹果,27,57 14 39
8091,上衣,29,96 92 23
8187,矿泉水,32,20 74 73
5284,椅子,35,81 75 56
1591,书,24,27 65 92
3890,香蕉,72,43 10 70
3395,蛋黄派,62,22 84 95
491,矿泉水,19,41 39 24
1491,书,44,86 57 12
1000,茶叶,94,65 56 57
8579,书,87,7 95 39
8487,电脑,57,10 29 86
8686,上衣,57,45 9 89
8388,蛋黄派,4,11 70 85
294,椅子,28,26 35 54
8785,香蕉,68,90 39 99
3588,上衣,33,65 98 98
2486,键盘,82,4 30 74
6885,茶叶,93,47 10 60
8284,帽子,79,91 86 71
2400,蛋黄派,44,11 18 6
5589,薯片,18,17 38 99
2292,茶叶,85,13 23 4
9589,椅子,26,28 82 80
9100,薯片,21,20 42 42
1093,苹果,13,8 75 99
9388,上衣,29,38 57 4
9186,苹果,42,98 33 14
7193,帽子,96,1 97 72
5990,薯片,15,60 40 15
5197,椅子,28,28 65 8
9296,帽子,13,21 66 29
9686,香蕉,90,3 91 11
2591,垃圾袋,59,1 64 36
9789,苹果,89,40 59 76
1693,键盘,27,71 88 44
3792,矿泉水,63,44 48 54
6488,茶叶,34,63 32 46
6389,椅子,50,94 50 82
2698,上衣,54,38 50 41
6589,书,48,73 34 75
2889,椅子,97,29 79 80
1796,垃圾袋,26,43 9 67
2790,香蕉,29,35 47 16
7487,薯片,49,63 65 92
4297,薯片,76,6 40 84
6688,书,20,48 79 13
5884,上衣,99,85 48 28
4385,香蕉,46,89 34 32
4482,书,32,79 42 76
6786,蛋黄派,22,52 23 13
399,椅子,91,7 32 58
4588,垃圾袋,84,69 18 25
888,苹果,67,49 38 5
4982,帽子,81,90 70 37
5400,垃圾袋,70,73 62 47
4692,帽子,8,95 2 8
7584,矿泉水,65,71 25 79
2997,蛋黄派,69,94 40 83
7789,键盘,100,72 77 93
1397,电脑,31,56 86 18
8092,键盘,22,5 44 61
8188,上衣,75,91 77 33
5285,上衣,74,17 55 66
1592,茶叶,57,63 26 32
3891,蛋黄派,46,39 36 56
3396,薯片,14,62 72 36
492,电脑,57,23 61 54
1492,香蕉,58,47 35 65
8580,矿泉水,93,18 44 90
8488,茶叶,67,32 97 50
8687,苹果,98,63 56 83
8389,香蕉,34,11 34 42
295,帽子,61,45 49 71
8786,椅子,76,31 85 80
3589,香蕉,68,89 89 70
2487,薯片,6,95 46 90
6886,茶叶,57,100 19 40
8285,电脑,93,98 24 38
5590,薯片,12,6 6 88
2293,垃圾袋,68,56 60 79
9590,键盘,34,76 87 80
1094,香蕉,82,67 18 63
9389,矿泉水,96,82 53 80
9187,茶叶,72,55 45 71
7194,茶叶,21,68 18 74
5991,蛋黄派,25,48 65 3
5198,薯片,53,34 19 4
9297,苹果,51,22 90 70
9687,椅子,49,5 10 96
2592,香蕉,47,47 94 35
9790,书,15,89 33 49
1694,蛋黄派,48,79 32 37
3793,矿泉水,68,74 55 77
6489,香蕉,6,79 72 97
6390,茶叶,67,32 55 38
2699,苹果,24,39 51 63
6590,垃圾袋,87,11 40 69
2890,苹果,55,51 3 68
1797,香蕉,8,13 46 89
2791,蛋黄派,12,24 56 29
7488,矿泉水,50,71 30 28
4298,电脑,24,38 52 86
6689,键盘,70,84 83 58
5885,帽子,88,5 84 44
4386,苹果,50,33 53 9
4483,矿泉水,11,40 76 31
6787,键盘,40,68 63 64
400,椅子,83,71 65 85
4589,键盘,25,42 99 13
889,书,36,59 23 92
4983,垃圾袋,68,85 62 25
4693,蛋黄派,97,32 88 82
7585,书,17,46 87 24
2998,香蕉,78,25 38 57
7790,椅子,97,94 8 33
1398,书,24,63 55 10
8093,帽子,87,89 18 7
8189,蛋黄派,94,94 78 62
5286,苹果,59,6 13 6
1593,键盘,14,95 99 3
3892,椅子,99,31 34 79
3397,茶叶,90,48 33 26
493,键盘,18,33 12 61
1493,蛋黄派,9,88 65 51
8581,垃圾袋,77,70 48 48
8489,香蕉,8,30 5 60
8688,苹果,55,98 43 12
8390,茶叶,79,22 59 68
296,薯片,62,17 56 40
8787,香蕉,52,94 42 53
3590,书,30,18 24 96
2488,蛋黄派,36,91 33 61
6887,上衣,99,54 8 2
8286,键盘,35,17 29 61
5591,书,10,82 97 18
2294,矿泉水,52,41 98 34
9591,薯片,43,57 83 93
1095,苹果,19,36 3 10
9390,书,80,10 88 22
9391,椅子,2,31 87 16
9392,电脑,72,63 10 54
9393,椅子,79,9 63 80
9188,矿泉水,63,25 85 1
9298,薯片,14,57 61 57
9299,茶叶,86,87 51 44
9300,电脑,18,23 38 18
9688,键盘,57,82 88 55
2593,帽子,29,27 51 18
6490,垃圾袋,41,36 55 35
6391,书,21,43 33 34
2700,茶叶,13,94 97 78
6591,茶叶,35,33 37 18
2891,书,65,93 75 17
1798,茶叶,65,80 57 44
2792,椅子,19,29 4 75
7489,蛋黄派,39,7 49 24
4299,键盘,69,22 91 50
6690,键盘,83,67 27 47
5886,椅子,46,93 95 83
4387,垃圾袋,35,51 62 2
4484,垃圾袋,20,32 26 55
6788,苹果,59,26 99 88
4590,苹果,92,3 35 6
890,垃圾袋,56,96 11 22
4984,垃圾袋,35,50 72 70
4694,电脑,42,62 39 97
7586,上衣,99,69 46 99
2999,茶叶,66,82 11 33
7791,电脑,85,31 22 62
1399,蛋黄派,60,55 16 83
8094,帽子,62,8 78 32
8190,键盘,81,1 16 92
5287,电脑,12,95 30 51
1594,上衣,11,18 60 33
3893,蛋黄派,59,20 92 62
3398,茶叶,28,4 40 75
494,香蕉,34,34 31 62
1494,垃圾袋,34,28 97 38
1495,垃圾袋,93,4 98 86
1496,矿泉水,45,13 35 45
8582,书,9,13 49 63
8391,椅子,74,82 39 57
297,书,47,86 19 40
8788,蛋黄派,34,21 8 44
3591,电脑,33,74 72 21
2489,香蕉,37,27 91 65
6888,帽子,2,10 23 36
8287,垃圾袋,79,87 84 90
5592,垃圾袋,50,30 59 61
2295,香蕉,21,32 4 23
9592,椅子,8,87 89 66
1096,椅子,15,35 95 87
7195,茶叶,98,6 63 11
5992,上衣,25,91 39 35
5199,薯片,46,99 80 87
9394,茶叶,40,74 81 37
9189,键盘,27,31 1 15
9791,垃圾袋,49,50 87 53
1695,蛋黄派,45,44 46 45
3794,矿泉水,77,68 60 68
9689,垃圾袋,35,19 70 24
2594,椅子,64,21 71 67
6491,电脑,56,99 32 70
6392,帽子,50,12 56 59
6592,帽子,49,95 32 87
2892,椅子,34,25 53 49
1799,上衣,37,60 65 42
2793,香蕉,84,93 21 35
7490,书,74,82 42 27
4300,蛋黄派,75,34 42 2
6691,蛋黄派,63,68 81 79
5887,薯片,49,84 76 62
4388,键盘,77,31 67 86
4485,帽子,5,47 62 35
6789,薯片,59,44 62 41
4591,香蕉,56,5 98 74
891,帽子,75,45 93 31
4985,矿泉水,58,92 8 27
4695,书,84,69 23 52
7587,苹果,20,30 30 90
3000,垃圾袋,88,74 80 18
7792,椅子,59,56 69 100
1400,帽子,54,31 49 86
8095,书,86,50 90 94
8191,上衣,55,21 44 20
5288,上衣,25,4 16 46
1595,电脑,25,45 25 38
3894,垃圾袋,42,32 88 83
3399,矿泉水,34,6 92 57
495,蛋黄派,8,46 80 35
8490,帽子,97,8 99 52
1497,茶叶,54,13 63 9
8689,苹果,48,95 7 72
8583,苹果,45,47 78 75
8392,香蕉,87,11 67 33
298,键盘,50,77 88 72
8789,上衣,36,33 2 78
3592,书,64,9 85 60
2490,矿泉水,44,48 37 55
6889,苹果,84,15 58 62
8288,薯片,46,28 60 32
5593,茶叶,59,100 57 51
2296,矿泉水,96,90 99 81
9593,帽子,14,22 3 74
1097,键盘,8,10 100 50
7196,香蕉,13,70 85 24
5993,垃圾袋,15,37 31 12
5200,电脑,22,92 50 31
9395,电脑,69,91 35 66
9190,香蕉,71,75 68 20
9792,椅子,39,30 15 94
1696,苹果,71,14 90 51
3795,薯片,24,91 91 64
9690,香蕉,33,37 97 64
2595,蛋黄派,100,20 81 55
6492,茶叶,90,52 47 13
6393,帽子,56,84 67 3
6593,苹果,50,65 24 22
2893,电脑,60,90 46 89
1800,电脑,23,88 72 26
2794,帽子,44,58 68 100
7491,椅子,91,37 63 34
6692,帽子,85,100 61 13
5888,茶叶,20,45 87 3
4389,香蕉,77,22 1 78
4486,书,98,67 41 96
6790,香蕉,52,35 65 41
4592,香蕉,76,90 18 63
892,帽子,92,7 35 77
4986,香蕉,47,3 99 9
4696,香蕉,7,45 52 43
7588,上衣,93,78 29 49
7793,香蕉,90,11 41 39
8096,香蕉,69,28 6 10
8192,蛋黄派,8,64 21 52
5289,矿泉水,35,56 41 71
1596,键盘,28,46 78 85
3895,椅子,79,96 47 20
3400,椅子,20,93 41 57
496,垃圾袋,8,42 19 64
8491,薯片,27,70 99 49
1498,薯片,58,25 42 25
8690,键盘,25,98 7 77
8584,电脑,75,58 76 57
8393,上衣,29,42 44 100
299,苹果,14,34 60 44
8790,帽子,57,78 5 22
3593,上衣,89,81 93 51
2491,苹果,18,24 47 75
6890,垃圾袋,5,53 51 59
8289,苹果,19,67 66 17
5594,椅子,88,88 99 18
2297,茶叶,64,15 36 60
9594,上衣,40,38 12 81
1098,椅子,62,34 43 41
7197,香蕉,22,8 10 42
5994,香蕉,98,79 98 61
9396,帽子,97,94 7 36
9191,香蕉,42,27 25 49
9793,椅子,80,61 93 73
1697,香蕉,50,42 43 57
3796,帽子,67,73 71 42
9691,帽子,58,96 78 55
2596,香蕉,60,41 29 56
6493,上衣,89,46 80 93
6394,矿泉水,61,87 20 62
6594,垃圾袋,88,28 100 51
2894,茶叶,79,2 76 32
2795,电脑,80,3 100 40
7492,椅子,38,46 50 86
6693,书,27,64 17 67
5889,垃圾袋,43,48 82 12
4390,苹果,42,75 43 44
4487,帽子,92,39 36 18
6791,茶叶,7,3 20 55
4593,薯片,10,74 51 59
893,苹果,79,24 29 22
4987,帽子,66,21 51 24
4697,书,32,59 13 80
7589,帽子,47,23 38 86
7794,帽子,47,79 77 59
8097,茶叶,26,4 95 59
8193,茶叶,2,86 5 61
5290,香蕉,7,13 73 30
1597,香蕉,56,88 30 87
3896,键盘,42,9 50 1
497,苹果,36,91 91 75
8492,香蕉,3,64 83 68
1499,电脑,100,38 20 87
8691,帽子,54,44 65 38
8585,键盘,54,93 46 15
8394,蛋黄派,84,88 67 16
300,垃圾袋,25,97 28 91
8791,键盘,64,27 35 26
3594,键盘,38,19 27 69
2492,电脑,82,75 5 21
6891,上衣,81,3 72 18
8290,苹果,28,48 18 99
5595,香蕉,57,87 89 42
2298,椅子,9,37 3 80
9595,苹果,48,7 94 93
1099,茶叶,53,90 43 83
7198,电脑,26,54 12 55
5995,香蕉,99,34 45 33
9397,香蕉,52,7 93 54
9192,椅子,99,46 98 87
9794,苹果,37,82 100 86
1698,香蕉,37,75 4 42
3797,薯片,68,13 74 14
9692,书,7,45 55 78
2597,苹果,76,2 79 95
6494,茶叶,42,100 100 8
6395,帽子,44,34 18 70
6595,书,86,73 70 33
2895,椅子,4,29 43 78
2796,茶叶,43,66 77 3
7493,椅子,100,26 56 58
6694,苹果,87,12 58 28
5890,香蕉,58,54 78 60
4391,薯片,11,43 21 72
4488,书,76,37 40 57
6792,茶叶,78,78 28 26
4594,书,43,57 6 31
894,香蕉,95,98 83 49
4988,键盘,13,24 37 28
4698,蛋黄派,57,21 79 55
7590,薯片,75,69 93 97
7795,椅子,68,51 77 34
8098,蛋黄派,79,76 6 33
8194,香蕉,16,42 96 77
5291,薯片,8,66 24 79
1598,椅子,95,55 74 18
3897,电脑,61,69 68 85
498,香蕉,93,56 32 96
8493,上衣,58,94 63 10
1500,香蕉,85,28 14 12
8692,帽子,72,9 76 53
8586,上衣,58,78 9 47
8395,上衣,2,66 2 82
8792,矿泉水,33,8 40 83
3595,香蕉,90,13 72 80
2493,椅子,76,13 57 80
6892,书,39,56 64 54
8291,垃圾袋,55,67 91 2
5596,茶叶,11,82 81 41
2299,上衣,62,13 21 70
9596,苹果,18,92 32 12
1100,蛋黄派,53,62 32 21
7199,薯片,56,2 33 80
5996,上衣,95,76 77 58
9398,薯片,67,44 18 7
9193,垃圾袋,52,38 25 24
9795,电脑,73,70 41 9
1699,茶叶,10,15 58 62
3798,垃圾袋,68,22 7 100
9693,茶叶,43,56 45 6
2598,矿泉水,52,83 57 63
6495,上衣,71,87 12 46
6396,上衣,24,40 25 38
6596,矿泉水,70,91 32 26
2896,书,92,44 11 81
2797,帽子,72,98 10 95
7494,茶叶,80,87 6 56
6695,香蕉,49,65 7 41
5891,键盘,76,57 25 33
4392,键盘,78,62 78 9
4489,茶叶,58,30 90 34
6793,键盘,75,61 43 43
4595,椅子,2,22 25 41
895,帽子,11,59 95 40
4989,电脑,97,20 52 96
4699,上衣,50,44 54 50
7591,帽子,4,30 23 43
7796,薯片,48,11 50 71
8099,椅子,71,30 16 84
8195,帽子,45,49 80 52
5292,矿泉水,44,3 48 27
1599,茶叶,75,30 67 46
3898,茶叶,35,47 64 3
499,上衣,86,81 11 77
8494,蛋黄派,11,47 87 15
8693,苹果,29,45 11 72
8587,帽子,61,30 26 27
8396,茶叶,41,21 45 88
8793,椅子,78,9 8 8
3596,蛋黄派,49,52 67 59
2494,垃圾袋,51,88 19 14
6893,书,53,37 53 64
8292,上衣,29,80 41 23
5597,上衣,38,64 72 95
2300,薯片,25,54 74 32
9597,上衣,44,53 22 66
7200,书,18,57 12 20
5997,苹果,95,6 94 81
9399,电脑,63,50 15 20
9194,茶叶,62,43 18 86
9796,薯片,16,32 15 51
1700,键盘,63,84 55 83
3799,书,13,84 24 92
9694,上衣,60,89 57 1
2599,矿泉水,69,11 23 82
6496,垃圾袋,15,98 21 42
6397,垃圾袋,54,89 72 70
6597,书,60,91 77 1
2897,电脑,88,72 25 47
2798,香蕉,64,70 43 42
7495,书,59,8 63 47
6696,帽子,56,23 67 44
5892,苹果,7,92 54 16
4393,电脑,99,55 100 86
4490,电脑,93,4 5 35
6794,上衣,7,5 31 38
4596,电脑,45,70 76 78
896,电脑,79,80 3 41
4990,蛋黄派,26,51 19 98
4700,垃圾袋,37,86 77 44
7592,椅子,10,30 14 13
7797,垃圾袋,95,31 26 81
8100,蛋黄派,1,3 51 15
8196,垃圾袋,49,48 98 60
5293,香蕉,6,40 78 84
1600,垃圾袋,71,30 49 50
3899,苹果,96,89 79 72
500,帽子,40,3 4 18
8495,矿泉水,23,90 51 76
8694,香蕉,54,63 93 93
8588,矿泉水,61,36 18 22
8397,薯片,63,24 65 78
8794,矿泉水,100,86 43 94
3597,电脑,6,77 10 66
2495,电脑,51,88 18 11
6894,矿泉水,44,28 56 83
8293,键盘,83,5 46 31
5598,薯片,69,65 11 16
9598,键盘,26,8 82 52
5998,矿泉水,24,72 74 25
9400,电脑,95,100 56 71
9195,矿泉水,8,16 6 8
9797,书,2,60 95 26
3800,矿泉水,71,34 42 26
9695,茶叶,99,3 67 82
2600,椅子,55,6 68 12
6497,垃圾袋,84,85 24 76
6398,椅子,52,77 70 61
6598,茶叶,8,47 27 100
2898,上衣,77,63 29 76
2799,苹果,31,52 26 86
7496,茶叶,76,61 50 76
6697,垃圾袋,10,75 6 66
5893,电脑,80,5 94 27
4394,垃圾袋,84,94 1 41
4491,茶叶,38,30 31 90
6795,苹果,53,37 98 13
4597,蛋黄派,56,67 4 100
897,矿泉水,7,95 90 41
4991,苹果,96,23 94 65
7593,上衣,59,77 23 30
7798,矿泉水,100,9 45 38
8197,帽子,95,90 75 6
5294,茶叶,15,62 81 68
3900,键盘,34,39 67 97
8496,香蕉,9,97 55 79
8695,矿泉水,14,99 77 23
8589,蛋黄派,25,27 39 24
8398,蛋黄派,63,100 63 10
8795,苹果,70,30 93 28
3598,帽子,51,95 23 40
2496,电脑,13,18 52 16
6895,椅子,19,38 17 24
8294,帽子,82,55 86 49
5599,电脑,81,16 30 78
9599,垃圾袋,76,36 87 2
5999,垃圾袋,88,54 53 51
9196,上衣,48,81 13 78
9798,薯片,42,87 44 78
9696,帽子,79,68 67 100
6498,上衣,50,1 42 72
6399,电脑,44,45 1 84
6599,垃圾袋,16,81 97 7
2899,矿泉水,93,36 77 98
2800,茶叶,94,99 48 77
7497,帽子,41,11 30 92
6698,茶叶,39,5 85 81
5894,香蕉,73,18 80 24
4395,帽子,42,25 28 3
4492,矿泉水,68,23 87 86
6796,椅子,44,73 53 58
4598,垃圾袋,44,41 79 4
898,上衣,37,39 56 23
4992,书,55,87 99 75
7594,香蕉,23,16 94 2
7799,书,50,11 87 7
8198,香蕉,44,28 40 53
5295,垃圾袋,86,41 23 81
8497,茶叶,54,82 70 6
8696,电脑,16,93 22 42
8590,上衣,20,18 89 67
8399,香蕉,59,14 47 42
8796,帽子,57,71 84 85
3599,薯片,13,37 78 72
2497,帽子,32,4 9 12
6896,矿泉水,79,29 1 69
8295,键盘,82,88 61 88
5600,键盘,35,47 69 32
9600,苹果,52,11 35 63
6000,帽子,100,98 28 17
9197,茶叶,17,88 18 62
9799,书,56,36 10 43
9697,薯片,79,3 91 23
6499,键盘,52,42 37 9
6400,薯片,30,78 66 95
6600,薯片,57,97 15 95
2900,椅子,81,80 87 64
7498,键盘,22,39 16 27
6699,电脑,35,24 49 58
5895,帽子,4,34 50 10
4396,书,22,50 66 33
4493,椅子,20,55 67 40
6797,茶叶,18,1 13 77
4599,上衣,93,46 43 33
899,苹果,57,66 100 25
4993,薯片,47,68 20 27
7595,茶叶,68,72 39 56
7800,键盘,8,78 49 13
8199,键盘,95,15 15 97
5296,键盘,21,71 50 82
8498,矿泉水,84,3 11 49
8697,键盘,31,20 25 75
8591,薯片,38,57 62 7
8400,蛋黄派,81,73 97 86
8797,帽子,92,7 86 77
3600,键盘,69,52 30 81
2498,茶叶,56,63 42 58
6897,茶叶,84,50 39 6
8296,书,64,13 13 100
9198,香蕉,57,54 90 20
9800,蛋黄派,100,14 41 98
9698,书,20,89 97 26
6500,电脑,76,83 57 68
7499,薯片,80,17 17 60
6700,蛋黄派,89,84 77 60
5896,薯片,2,37 23 80
4397,垃圾袋,34,23 66 70
4494,椅子,5,42 44 45
6798,垃圾袋,50,60 45 1
